R,G,B,month
134.8066998641896,127.01267541874006,115.25260298777926,1
229.19122556031985,191.85455412494417,140.9084406294746,1
5.981543132604422,18.603350467413783,28.996990438654855,1
59.47427449880491,64.58797140053534,67.0403757184925,1
122.04597582395095,88.64159520611611,64.51007335468572,1
192.9809737957013,191.56075412957014,180.53394447807344,1
148.9936993698997,110.72693519353496,82.16142551754899,1
180.26743576298173,162.18405873099073,144.11405348715425,1
220.58333333331393,217.8174097664754,229.0679405519779,1
62.040479934766,73.6652687984114,100.21678606791387,1
132.7459331925859,131.81286477089523,151.4893828386838,1
27.55887728458431,33.4595735422087,49.92637075718065,1
87.87180625432447,61.751800335405335,75.51854592087317,1
191.6667464114914,158.8133971291822,146.09234449760208,1
36.45950087565317,34.181406888498856,37.77408056041998,1
126.78716096174534,91.38819140117246,108.04092147339549,1
6.9968906058869536,6.4414711517606165,6.843368196263015,1
98.46416129271839,82.17293010154745,76.95604477058541,1
176.89442000465115,132.06540865941002,129.29231303543094,1
21.742137173162853,85.59833270177916,95.4651383099717,1
45.68231151615604,40.680985915491206,38.96959403479769,1
222.6276288832592,212.4951289877111,210.41907429868706,1
20.03797774553292,33.231494920191516,48.97305273342272,1
134.26850542197008,106.71687883074252,85.1082036775111,1
187.56399754250967,167.37702232233798,155.59021093589433,1
251.60963879564326,244.25514753773297,222.56415009258976,1
125.44695259593668,92.74943566591293,62.88148984198603,1
196.03375796178287,146.51210191082768,85.35350318471292,1
217.48863051753676,204.66169358986082,167.2837740508419,1
94.54763625849058,72.40798033829381,49.304467254593504,1
195.15902150403633,180.09403231968156,156.89276625522288,1
134.41291167148964,121.08006063111496,103.35710348628993,1
170.55633183731334,155.46092629435657,131.84384398278505,1
141.97222222222868,111.00505050504529,74.39682539682545,1
56.43384102808202,59.95835316515536,48.54355069014577,1
11.227924779501851,20.077317357297616,18.162689299385114,1
194.0975877193065,162.4635416666751,129.33196271930422,1
183.30024877757728,183.30513854334964,160.40353435706655,1
231.65006226651514,225.74732254045887,210.93773349940682,1
22.285448577672483,37.641466083153844,36.28112691465713,1
124.35793906366351,123.37577408966992,97.47832548922193,1
133.7191993233709,99.37129968988224,95.08683394417925,1
13.12452134053062,15.911144031080076,18.439220728401907,1
38.48279614902151,38.18610297195605,47.333612390118034,1
189.20111253743997,193.74026529739464,186.9298245613956,1
86.11414071051817,76.6886257339045,86.81052841078927,1
222.0511473994332,218.93576001727286,226.1816416084702,1
233.0783645655697,170.64412265758716,149.67359454855756,1
155.91344137272114,161.5680648236486,179.66920877025586,1
216.22804491796268,196.1216527498015,205.63245033111227,1
167.4161505479068,126.47367794188537,139.7173654120944,1
117.68919905128504,68.02973909870718,84.35267286991962,1
44.097201210286755,31.727361141133855,46.46941862978205,1
206.63945005610708,166.27890011221933,147.7286756453487,1
93.18749999999592,88.3268229166596,96.09002976191042,1
17.578469363042075,17.960813756358153,20.188980382660105,1
9.596788581623667,86.7912578055315,155.59500446030748,1
23.714808545675496,22.962807081754974,27.320554462685415,1
106.92582614942,94.57363505747534,92.87607758620283,1
43.42059480831661,45.85501117414927,55.42974041602676,1
155.4390424939623,145.15976990164904,147.24420115049134,1
29.058819104928425,39.586536291833134,34.61150808574228,1
164.79713603817788,161.64457499539697,139.55749342144426,1
214.96308280627653,213.50080894247714,199.68068833650614,1
104.94048905037106,104.77992732986677,79.79338112540424,1
84.57363981833691,97.31254055057994,112.05820743352662,1
193.04120005530547,198.3844877644351,208.14502972486787,1
29.514577039278112,34.86178247733582,45.42741691842561,1
183.85721840296475,151.55420412479583,138.65908690286983,1
139.53486040411457,150.84474780195237,144.0248341817192,1
239.32605393086158,168.69293581466593,112.30421572350585,1
238.22088111042802,228.8356467511777,216.16314624823556,1
81.0749623450429,79.99200556134618,69.05920519058947,1
158.34588353414057,119.94615963855122,107.0889809236969,1
236.63141380583662,234.65817644888807,235.63898117385486,1
65.8272779938793,66.63419680542866,71.05693950177763,1
205.78944479297246,182.38586104140217,168.26450752827458,1
245.50047036686857,210.72201317029823,180.5962236258768,1
6.931893776885275,4.991684549324432,5.514940987138495,1
136.65361977634274,109.73965077496734,85.85589562487547,1
63.582780320367746,52.059839816925546,47.42997711670906,1
214.98355309795255,170.8718275911145,120.87303275201711,1
135.5173417829932,84.1147555022666,54.82161514088322,1
213.2652384243121,179.3322736696814,139.39433310297852,1
177.02232888147395,134.26544240400398,97.8867557039506,1
219.28161580887252,227.26435458909168,213.57501686444118,1
39.58559715499193,35.784846389409935,38.01402746220441,1
232.14883282950728,222.98002676311222,212.25514199337385,1
139.0344565877337,113.65588949605296,96.47647237401355,1
197.1884149419467,180.9417592124933,160.52423018677376,1
185.86552480714977,172.39755113599017,179.08747965180186,1
64.03125387573054,57.570507255362756,68.50167431477121,1
227.74782732585177,219.07622168405533,223.13563185641283,1
125.56541218637841,114.8593189964144,123.92319508449538,1
35.182075471703925,43.69854202401113,62.43902229845152,1
7.398724495290356,16.514187835303943,30.614849287912335,1
114.04253037884538,80.23945675482285,66.30807719799635,1
188.41001564945108,140.83776734480696,111.99582681272376,1
89.0192466585718,77.26046172540437,63.8700850546729,1
136.7014374046472,117.44390909822002,100.74817313096021,1
33.18447930411334,39.30968088745868,32.73229731711458,1
194.0879091869113,183.3608764519628,166.02692713832448,1
231.77802565533347,159.737869492458,41.92916899051455,1
157.0424064722588,144.8488353151801,150.88646359339862,1
200.6779557188961,195.15279600943347,208.6909950117934,1
96.27567567567431,82.88460087994973,96.75109993714199,1
29.492007609734475,28.889549758376436,28.85051715465857,1
215.49069190197156,192.5684145206398,172.1670803599061,1
158.37473202802676,135.56509932827836,113.22995569529233,1
96.8177565442502,82.57360406090888,65.71215288145541,1
199.4263792129798,184.27198267746942,178.12605912259028,1
240.64733333332407,241.46111111112344,242.90733333334276,1
74.26617754952461,50.74614820249765,42.331181217898504,1
165.02413452026732,127.76963402571695,113.48120672601964,1
15.567029427554102,18.21028744326339,25.17539407544537,1
200.02122057002487,186.7448884758478,187.57001239159015,1
35.53178251381553,40.4626456795224,50.87184844686291,1
109.81905988409821,102.06503541532116,108.41854475209053,1
21.33865838886269,17.898394912169238,21.84418534221249,1
126.82080745342424,96.95496894409439,84.13602484471723,1
216.12731733915984,175.57224645584358,149.73745910577418,1
52.375397043263305,45.90455276264239,48.88408297713292,1
58.74614017768249,47.61970384994624,31.95194471865744,1
226.90048043925458,186.38091969801462,148.9190116678147,1
30.332068217665004,24.789432176655364,17.167759266563326,1
161.96561210453808,110.4415405777151,72.18500687757938,1
130.89233205157444,103.35353992309456,90.08821533590138,1
224.07889546351333,170.00739644970437,141.1528599605498,1
34.88215364519591,26.287084659972397,22.48497836558064,1
79.6673875432551,60.658520761245924,51.54137831603116,1
134.37097466725444,137.7759410333391,117.65521683124805,1
164.17184884603932,170.7364443317324,154.70408318540308,1
203.41686380532929,207.77712064886543,198.69685704630922,1
83.82381700715881,89.40003492229802,64.72341540073555,1
199.87317073169862,198.98216463415204,198.77423780487925,1
18.648974447576535,19.294289837983207,19.888256459259296,1
40.06134882402934,39.50906772456724,40.3431567016155,1
81.619028174767,81.16047366271815,81.39281339321984,1
134.2680364591377,110.82025336012957,94.85176888613015,1
28.17264143285357,25.83244500961338,25.172911988316145,1
211.16343490304843,174.08753462603627,154.23545706371414,1
93.99488268803113,76.14743651637289,66.54166264362729,1
168.91898859436805,174.5582261340698,186.01012968071407,1
103.59025270758242,92.88772563176944,88.44440433213143,1
148.64633007227087,152.70660242858287,160.6024777542812,1
195.23102569130555,161.3290841341386,139.59286134536333,1
193.55038678652915,200.82291448879874,206.78737194230376,1
4.419082945518923,5.170709897436474,7.340525592397135,1
100.21331228186048,106.90227688217662,117.63669602791089,1
110.17708920187576,77.2907042253539,48.105164319248594,1
168.7810802655464,145.81578153289877,124.8166867833483,1
200.47105643996798,183.02954655091276,158.4581524360987,1
94.46301103178993,96.18048345230272,91.7764438676134,1
37.41388469350236,52.98942763397693,64.63361283265898,1
163.28144171780704,128.49936094069835,97.99846625766071,1
114.226060746587,97.20418888630894,89.97225442461085,1
37.49346176613243,27.80977237259613,22.86482268740499,1
185.6642232872958,125.15661122075343,97.82520439808599,1
75.1379713154609,62.537153611529234,57.22765916023387,1
216.2966610617381,195.43886620225751,197.3927456161542,1
46.78918918919085,57.374270270268,68.34810810810777,1
12.366698388964169,26.8824349126489,33.63508599007518,1
164.2036942021579,135.94971780399896,132.79066187788575,1
166.88052763818357,143.9922738693489,125.72336683417294,1
233.2272598470219,232.98252573907826,233.03584584870185,1
99.46610096111232,80.45423846219913,62.11420902241059,1
200.88470184332047,192.5325131809916,187.58266236154324,1
42.041362204197945,52.36481866327067,69.08949520681917,1
99.92742338025604,35.13067784765798,29.084356593789895,1
76.37111228254443,95.75593041643836,125.62018977334158,1
147.5878454596813,102.38183869147757,90.60532994924279,1
101.35909035334672,122.50495170559319,159.16273383055386,1
3.576744537061316,3.829471260854781,6.704419368173141,1
39.60210896309522,50.55910954891349,69.79753954305787,1
232.81613165375984,203.13436272520283,186.26919951236124,1
187.7808407266616,156.35382340513718,138.7167300380371,1
147.2520537353616,154.99255822944252,144.7264907702533,1
210.197172478803,218.9782280866721,209.40735155513954,1
35.045006802724984,46.89115646258823,54.673088435377096,1
77.89092409241108,93.48605610561414,97.37211221122442,1
37.22548385870935,29.495113882665787,29.10867333358089,1
175.2940374786982,146.79522998297742,133.41311754683755,1
106.63625685200466,86.130383711826,80.0505090054827,1
7.868062093544488,5.904451207518356,5.637510126359757,1
223.47416449392983,209.05913723633148,199.58900213320928,1
200.69859813084776,166.1383177570121,147.93551401869473,1
17.864786805504544,116.25872159305351,96.28167515389754,1
15.676887987835231,77.06804358843416,63.86986822097661,1
8.927602112440436,36.00668493883339,31.374490273413564,1
52.53642581029232,44.67885816235216,49.595301813856246,1
199.00573514077814,161.17309697601414,152.51772679874725,1
18.343091209334585,15.328336442984504,19.86010851615939,1
125.10165901871456,97.72608542181116,93.42957995058259,1
59.024649970414046,55.55386840202698,40.7985275750972,1
30.361421032121772,29.105939857614725,18.751354797575942,1
131.3205602536941,119.44001057082733,95.84170190274482,1
97.80458329602786,87.56691433174696,66.24089159431327,1
30.141550543504295,27.455681654935027,30.65445577742709,1
125.69549440580697,101.28031448443193,92.00982763834483,1
67.1670184696606,59.34978012313549,60.198856640281406,1
184.81752353367472,159.2816799420748,151.1618392469213,1
132.1993752296728,122.21899117972961,97.75169974275255,1
39.97963182355461,33.77444636836745,31.526109541600444,1
93.52774781252735,85.16127292341531,69.68944024931189,1
227.51803278687345,176.4213114754137,146.87639344261973,1
71.43236761942283,54.11582085682873,47.00985157819988,1
164.8783529200751,140.4470261056583,124.99040100473823,1
220.40156453716372,210.17427205562174,211.28900478052617,1
104.06018416531512,96.02608274219271,93.18368066262619,1
75.60372636262272,49.18145161290028,20.614293659623087,1
188.5217832499187,144.34054931672972,78.26505209038154,1
228.2654139753612,193.89950507511637,124.65325895478709,1
141.13798206668886,100.50195873596321,47.45703839122594,1
78.1681462140973,61.244386422978636,47.713606034234175,1
147.4838207585726,109.72466617514952,92.97804538377886,1
233.4063904750453,162.24602113960245,181.73721297533126,1
183.74709574041228,69.71838696755513,24.823875016692156,1
208.25691411935617,217.73871906841086,215.91339155749412,1
71.72015990862224,78.06510565391005,72.85151342090067,1
17.800685693103397,18.40951630837441,19.532570422533187,1
133.58436724565388,145.82133995036972,142.32940446649908,1
40.869589345170674,41.855453005431784,44.86266721186996,1
197.10793131643416,159.58217497955195,150.99999999999352,1
64.88652899862049,62.846364133400215,67.1932119274869,1
206.3421131397904,153.84166417239996,76.6617779108019,1
204.3088519165466,160.26877470354674,134.21582866073481,1
91.48137213553451,77.99739912834758,69.34479122733039,1
240.4798944263207,230.7914920043367,222.36236609223442,1
28.184779137839023,28.067323044159814,28.873709419907048,1
234.72595207388824,213.91616319329358,193.84345937142956,1
172.89086014081272,146.45533618666593,119.17913847852827,1
103.28507516106062,74.30869720830263,56.943629205437404,1
208.81101628412483,182.6270355111136,154.59696880520568,1
35.71886723950087,48.38000726128439,48.39120174270848,1
228.89835372300016,221.72224739466495,191.76332880228597,1
66.21943039054253,92.0500824285256,102.92263089078665,1
190.60456273764362,161.57652091255684,128.70152091254178,1
119.45505541113137,87.15775071829916,49.86879190039318,1
173.36546052630496,133.08947368421335,91.39111842104796,1
58.63149962321556,44.36887716653902,23.677467972870932,1
201.85255767300805,185.25576730190863,158.02908726178345,1
6.0086241177548985,5.760935480645685,6.148126056257624,1
216.1783948269242,168.79345758843365,146.20273868390612,1
30.96564587489564,42.54038344755587,66.23340851912302,1
161.73822077634873,137.40986089297408,104.25656271033375,1
105.03727317311854,95.94252084354633,81.40961255516683,1
22.28640396659532,19.704481061739408,25.28476364449532,1
234.9565984474221,201.0659844742457,180.43083980239626,1
133.180528691165,122.57511283043596,133.16408768536417,1
69.63275715499967,61.23292717483893,64.35789175403656,1
236.87574052139783,84.36374407582524,116.19697867296881,1
242.93600478468585,239.42344497607263,236.2404306220169,1
194.53310221426,181.9466562290362,176.70778349363377,1
193.56778102346908,54.58595694038672,84.9259980525808,1
123.72147995889117,102.72764645426575,95.21130524152107,1
185.16238559195983,175.54886330086228,175.19417380178356,1
51.71718859957042,44.78008444757726,43.48108726249874,1
222.38437174087693,218.43033720886075,218.15570319437072,1
177.2248414128061,160.75440520008425,149.87438327200505,1
156.077045273989,142.708381137269,129.99814667727935,1
129.6783819628712,119.00092838196565,106.95172413793193,1
82.19170854271336,80.20301507537543,70.05376884421975,1
169.39121212120784,172.18393939394443,149.4639393939431,1
78.51866251943888,82.79989631934046,69.3076723691027,1
36.79398489897241,36.391825199304876,31.72872991099852,1
130.46578718468174,124.16772977675295,93.98013917077861,1
95.25822403784244,73.57837024296111,82.55450440765418,1
225.36541525385604,213.9162547489735,215.00053106745617,1
142.58066701407498,141.6438770192811,171.65169359042147,1
198.57393086742815,181.31948197149853,181.70679213641097,1
182.74815595366988,173.05813136633435,186.52239199158788,1
116.6851888866679,89.97271637018191,94.20777533479253,1
153.12724179488424,131.1891968526151,136.92599418729765,1
56.19702074836049,43.81486079091854,52.61322929597493,1
29.434377838330207,39.95019679078851,34.93082046623569,1
215.08915540784778,213.42142908747542,199.32425402791853,1
105.74574584535921,105.27843566524368,79.89889541247948,1
164.87599656568284,161.72384398379273,139.63608487672695,1
133.14198628396954,104.58648717297639,92.01752603504852,1
31.188002926112983,25.828913679589387,22.213332114117826,1
76.12822809374234,56.57396626362559,49.42946708463639,1
180.5841539838823,157.04341987465807,139.68889883616484,1
249.6599972465658,239.14262769027087,211.14226056622724,1
15.177209408537124,29.243510694994114,35.97111212606582,1
103.05398671096451,91.36171096345582,71.14576411960124,1
197.68850124599197,177.22107511569976,141.91812032751625,1
41.77947417452121,36.144912534935344,40.31777248731693,1
138.23279569890082,132.0613671275078,147.96566820275257,1
94.60182049111418,78.14570985040814,83.84074230877783,1
209.00977995107814,203.66612333605718,211.88780222764314,1
226.6711896285631,211.55927990863168,212.5449049506144,1
81.32959326788718,72.98050490883448,79.3200561009801,1
215.2402890695595,153.98554652213213,31.301716350496957,1
155.19408866994138,144.198311048546,148.7543983110631,1
4.567541826742719,4.919949839675169,5.987920251459624,1
141.55874499331682,125.78905206942379,108.5654205607551,1
32.230936278464526,31.064714276849486,32.052925482409165,1
79.38302224494612,67.97174635642853,62.70378419841764,1
223.74751095180522,186.06093189963946,157.61847869375265,1
131.82380342380708,114.47216722952251,102.90584604637569,1
92.53137997392767,80.24880501583843,71.2033025017061,1
190.9959938954698,167.97520030522696,153.9719572682226,1
41.75017511090624,38.90625729628639,38.724375437776516,1
240.1862369081006,235.90109160649132,227.93708511576816,1
131.62235576923263,113.77764423076499,99.16947115384355,1
43.158891357242474,36.02835078810686,41.50650587115303,1
190.53582500861378,184.36290044780714,174.15277299345985,1
198.40190614648986,175.5842823681494,159.90856958242455,1
7.7632094489506045,5.659265778976803,4.796882541665369,1
248.17820576431967,241.84709755989257,235.98394298858858,1
147.86529182879917,124.3264591439698,109.35891050583646,1
87.23836027918176,65.14533085960346,51.08410636982054,1
155.6288225826674,113.3372539309226,99.43617679832505,1
79.82499833521871,70.47692615036726,66.27761869881465,1
237.39237765266188,212.6899090515406,199.35816370723776,1
198.2420595118934,159.22367101304818,143.58040789034973,1
157.34649910231286,144.09066427290327,142.73329343704862,1
110.49882573976741,95.84695475183264,94.06450602787336,1
61.445775361651236,48.54915691513955,46.62425135907188,1
204.64387937641587,200.74086378739383,204.5462560695028,1
217.46166134184796,184.26757188497805,147.86821086261628,1
67.73137829911724,53.773313782989916,35.599120234604946,1
9.248008158582305,17.616610363949682,17.034928931098893,1
170.1237771161139,126.49595916630534,84.80476393023947,1
165.64739190941071,171.45803541433173,183.23199289797597,1
90.33722817267008,83.75170399221088,82.18111002921273,1
144.5145035078186,147.54445493793045,153.6958310847201,1
195.96779964221497,162.2263963426693,140.60087457761978,1
50.8372309482336,55.975159976742376,59.485282140787874,1
158.2809027979637,167.7857018207144,159.1321040078887,1
119.1804436044323,123.03279782090334,116.11273556062854,1
212.66122650839563,217.6761622156252,215.20276953509034,1
33.74655997403903,39.5992538725688,50.972290557159255,1
